"","name","ID","infected_vs_control_p.val","infected_vs_control_p.adj","significant","infected_vs_control_significant","infected_vs_control_ratio","control_centered","infected_centered"
"472","tr|G1SFP0|G1SFP0_RABIT","tr|G1SFP0|G1SFP0_RABIT",0.933151462168883,0.939,FALSE,FALSE,0.0207,-0.0104,0.0104
"473","tr|G1SFS8|G1SFS8_RABIT","tr|G1SFS8|G1SFS8_RABIT",0.629223983760687,0.929,FALSE,FALSE,0.133,-0.0666,0.0666
"474","tr|G1SFV1|G1SFV1_RABIT","tr|G1SFV1|G1SFV1_RABIT",0.904149058259838,0.939,FALSE,FALSE,-0.0347,0.0174,-0.0174
"475","tr|G1SFV7|G1SFV7_RABIT","tr|G1SFV7|G1SFV7_RABIT",0.0983171498711371,0.853,FALSE,FALSE,-1.72,0.858,-0.858
"476","tr|G1SFW1|G1SFW1_RABIT","tr|G1SFW1|G1SFW1_RABIT",0.247940415158868,0.898,FALSE,FALSE,0.436,-0.218,0.218
"477","tr|G1SG11|G1SG11_RABIT","tr|G1SG11|G1SG11_RABIT",0.0386124621946819,0.78,FALSE,FALSE,-1.62,0.811,-0.811
"478","tr|G1SG42|G1SG42_RABIT","tr|G1SG42|G1SG42_RABIT",0.531321745858108,0.924,FALSE,FALSE,-0.167,0.0836,-0.0836
"479","tr|G1SG72|G1SG72_RABIT","tr|G1SG72|G1SG72_RABIT",0.0786970339905978,0.838,FALSE,FALSE,1.76,-0.88,0.88
"480","tr|G1SG80|G1SG80_RABIT","tr|G1SG80|G1SG80_RABIT",0.133060525633693,0.87,FALSE,FALSE,-0.603,0.301,-0.301
"481","tr|G1SGB5|G1SGB5_RABIT","tr|G1SGB5|G1SGB5_RABIT",0.489635649746318,0.921,FALSE,FALSE,-0.5,0.25,-0.25
"482","tr|G1SGC2|G1SGC2_RABIT","tr|G1SGC2|G1SGC2_RABIT",0.41460122362877,0.916,FALSE,FALSE,0.591,-0.295,0.295
"483","tr|G1SGG6|G1SGG6_RABIT","tr|G1SGG6|G1SGG6_RABIT",0.126495737899439,0.867,FALSE,FALSE,-0.883,0.441,-0.441
"484","tr|G1SGH2|G1SGH2_RABIT","tr|G1SGH2|G1SGH2_RABIT",0.157770558213127,0.878,FALSE,FALSE,0.701,-0.351,0.351
"485","tr|G1SGN5|G1SGN5_RABIT","tr|G1SGN5|G1SGN5_RABIT",0.0143073436313736,0.651,FALSE,FALSE,-1.7,0.848,-0.848
"486","tr|G1SGP1|G1SGP1_RABIT","tr|G1SGP1|G1SGP1_RABIT",0.339432334947044,0.909,FALSE,FALSE,1.22,-0.612,0.612
"487","tr|G1SGR6|G1SGR6_RABIT","tr|G1SGR6|G1SGR6_RABIT",0.336527648766159,0.909,FALSE,FALSE,-0.435,0.217,-0.217
"488","tr|G1SGX4|G1SGX4_RABIT","tr|G1SGX4|G1SGX4_RABIT",0.00113220104485821,0.159,FALSE,FALSE,1.72,-0.859,0.859
"489","tr|G1SH05|G1SH05_RABIT","tr|G1SH05|G1SH05_RABIT",0.566986891031205,0.926,FALSE,FALSE,0.194,-0.0972,0.0972
"490","tr|G1SH26|G1SH26_RABIT","tr|G1SH26|G1SH26_RABIT",0.11455169887872,0.862,FALSE,FALSE,2.36,-1.18,1.18
"491","tr|G1SH60|G1SH60_RABIT","tr|G1SH60|G1SH60_RABIT",0.844228876914573,0.937,FALSE,FALSE,0.063,-0.0315,0.0315
"492","tr|G1SH63|G1SH63_RABIT","tr|G1SH63|G1SH63_RABIT",0.751878301251606,0.934,FALSE,FALSE,-0.104,0.0518,-0.0518
"493","tr|G1SHC5|G1SHC5_RABIT","tr|G1SHC5|G1SHC5_RABIT",0.0313605591056951,0.758,FALSE,FALSE,-0.876,0.438,-0.438
"494","tr|G1SHF3|G1SHF3_RABIT","tr|G1SHF3|G1SHF3_RABIT",0.445082304264194,0.918,FALSE,FALSE,-0.264,0.132,-0.132
"495","tr|G1SHG0|G1SHG0_RABIT","tr|G1SHG0|G1SHG0_RABIT",0.169796385843258,0.882,FALSE,FALSE,-0.651,0.325,-0.325
"496","tr|G1SHI0|G1SHI0_RABIT","tr|G1SHI0|G1SHI0_RABIT",0.185706883233031,0.886,FALSE,FALSE,0.419,-0.209,0.209
"497","tr|G1SHL8|G1SHL8_RABIT","tr|G1SHL8|G1SHL8_RABIT",0.0118165114183954,0.618,FALSE,FALSE,2.69,-1.34,1.34
"498","tr|G1SHS7|G1SHS7_RABIT","tr|G1SHS7|G1SHS7_RABIT",0.127298958109503,0.867,FALSE,FALSE,-0.583,0.291,-0.291
"499","tr|G1SHU3|G1SHU3_RABIT","tr|G1SHU3|G1SHU3_RABIT",0.703370114824429,0.932,FALSE,FALSE,0.427,-0.213,0.213
"500","tr|G1SHV9|G1SHV9_RABIT","tr|G1SHV9|G1SHV9_RABIT",0.0170953666311144,0.679,FALSE,FALSE,0.827,-0.413,0.413
"501","tr|G1SHZ8|G1SHZ8_RABIT","tr|G1SHZ8|G1SHZ8_RABIT",0.98378478511277,0.941,FALSE,FALSE,0.00558,-0.00279,0.00279
"502","tr|G1SI29|G1SI29_RABIT","tr|G1SI29|G1SI29_RABIT",0.352532446412146,0.911,FALSE,FALSE,-0.263,0.132,-0.132
"503","tr|G1SI54|G1SI54_RABIT","tr|G1SI54|G1SI54_RABIT",0.379186167721685,0.913,FALSE,FALSE,-0.34,0.17,-0.17
"504","tr|G1SIA4|G1SIA4_RABIT","tr|G1SIA4|G1SIA4_RABIT",0.855625633708294,0.937,FALSE,FALSE,-0.0748,0.0374,-0.0374
"505","tr|G1SIB9|G1SIB9_RABIT","tr|G1SIB9|G1SIB9_RABIT",0.0471114536032688,0.798,FALSE,FALSE,-0.658,0.329,-0.329
"506","tr|G1SIF2|G1SIF2_RABIT","tr|G1SIF2|G1SIF2_RABIT",0.705517795827319,0.932,FALSE,FALSE,0.141,-0.0707,0.0707
"507","tr|G1SIJ2|G1SIJ2_RABIT","tr|G1SIJ2|G1SIJ2_RABIT",0.590469502212911,0.927,FALSE,FALSE,-0.139,0.0696,-0.0696
"508","tr|G1SIJ7|G1SIJ7_RABIT","tr|G1SIJ7|G1SIJ7_RABIT",0.301762094930402,0.905,FALSE,FALSE,-0.4,0.2,-0.2
"509","tr|G1SIK0|G1SIK0_RABIT","tr|G1SIK0|G1SIK0_RABIT",0.00771648381804474,0.535,FALSE,FALSE,-1.32,0.659,-0.659
"510","tr|G1SIP1|G1SIP1_RABIT","tr|G1SIP1|G1SIP1_RABIT",0.053327361620427,0.809,FALSE,FALSE,-0.947,0.474,-0.474
"511","tr|G1SIT9|G1SIT9_RABIT","tr|G1SIT9|G1SIT9_RABIT",0.101198756240661,0.854,FALSE,FALSE,-1.77,0.887,-0.887
"512","tr|G1SIV7|G1SIV7_RABIT","tr|G1SIV7|G1SIV7_RABIT",0.305933462873762,0.906,FALSE,FALSE,0.396,-0.198,0.198
"513","tr|G1SIW1|G1SIW1_RABIT","tr|G1SIW1|G1SIW1_RABIT",0.202720040663988,0.889,FALSE,FALSE,0.441,-0.22,0.22
"514","tr|G1SIW7|G1SIW7_RABIT","tr|G1SIW7|G1SIW7_RABIT",0.446440739834076,0.918,FALSE,FALSE,0.319,-0.16,0.16
"515","tr|G1SIW8|G1SIW8_RABIT","tr|G1SIW8|G1SIW8_RABIT",0.120323944745877,0.864,FALSE,FALSE,0.485,-0.243,0.243
"516","tr|G1SIY9|G1SIY9_RABIT","tr|G1SIY9|G1SIY9_RABIT",0.0284175624475022,0.747,FALSE,FALSE,-0.755,0.378,-0.378
"517","tr|G1SIZ2|G1SIZ2_RABIT","tr|G1SIZ2|G1SIZ2_RABIT",0.0871222830839513,0.845,FALSE,FALSE,-0.824,0.412,-0.412
"518","tr|G1SJB4|G1SJB4_RABIT","tr|G1SJB4|G1SJB4_RABIT",0.260907673716997,0.9,FALSE,FALSE,-0.349,0.174,-0.174
"519","tr|G1SJI5|G1SJI5_RABIT","tr|G1SJI5|G1SJI5_RABIT",0.136805059645748,0.871,FALSE,FALSE,-1.9,0.95,-0.95
"520","tr|G1SJJ9|G1SJJ9_RABIT","tr|G1SJJ9|G1SJJ9_RABIT",0.00214337111280162,0.254,FALSE,FALSE,-1.65,0.826,-0.826
"521","tr|G1SJM1|G1SJM1_RABIT","tr|G1SJM1|G1SJM1_RABIT",0.00753997020669991,0.53,FALSE,FALSE,-2.5,1.25,-1.25
"522","tr|G1SJQ8|G1SJQ8_RABIT","tr|G1SJQ8|G1SJQ8_RABIT",0.0566574882867138,0.814,FALSE,FALSE,5.09,-2.54,2.54
"523","tr|G1SJX3|G1SJX3_RABIT","tr|G1SJX3|G1SJX3_RABIT",0.0837983579946563,0.843,FALSE,FALSE,-1.58,0.791,-0.791
"524","tr|G1SJY8|G1SJY8_RABIT","tr|G1SJY8|G1SJY8_RABIT",0.847439354617038,0.937,FALSE,FALSE,0.0874,-0.0437,0.0437
"525","tr|G1SJZ8|G1SJZ8_RABIT","tr|G1SJZ8|G1SJZ8_RABIT",0.678601804717781,0.931,FALSE,FALSE,0.116,-0.0578,0.0578
"526","tr|G1SK00|G1SK00_RABIT","tr|G1SK00|G1SK00_RABIT",0.0911603656704572,0.848,FALSE,FALSE,-1.63,0.814,-0.814
"527","tr|G1SK22|G1SK22_RABIT","tr|G1SK22|G1SK22_RABIT",0.136696541926349,0.871,FALSE,FALSE,0.989,-0.495,0.495
"528","tr|G1SK48|G1SK48_RABIT","tr|G1SK48|G1SK48_RABIT",0.53603239050511,0.924,FALSE,FALSE,0.193,-0.0963,0.0963
"529","tr|G1SK52|G1SK52_RABIT","tr|G1SK52|G1SK52_RABIT",0.45282073006297,0.919,FALSE,FALSE,0.25,-0.125,0.125
"530","tr|G1SK67|G1SK67_RABIT","tr|G1SK67|G1SK67_RABIT",0.0820825345567619,0.841,FALSE,FALSE,1.68,-0.838,0.838
"531","tr|G1SKD9|G1SKD9_RABIT","tr|G1SKD9|G1SKD9_RABIT",0.136440306905272,0.871,FALSE,FALSE,0.468,-0.234,0.234
"532","tr|G1SKF7|G1SKF7_RABIT","tr|G1SKF7|G1SKF7_RABIT",0.185479049254254,0.886,FALSE,FALSE,-0.482,0.241,-0.241
"533","tr|G1SKJ4|G1SKJ4_RABIT","tr|G1SKJ4|G1SKJ4_RABIT",0.24623259082122,0.897,FALSE,FALSE,0.719,-0.359,0.359
"534","tr|G1SKJ7|G1SKJ7_RABIT","tr|G1SKJ7|G1SKJ7_RABIT",0.00736320958508609,0.525,FALSE,FALSE,1.03,-0.517,0.517
"535","tr|G1SKL7|G1SKL7_RABIT","tr|G1SKL7|G1SKL7_RABIT",0.183725846900482,0.885,FALSE,FALSE,-0.399,0.2,-0.2
"536","tr|G1SKM5|G1SKM5_RABIT","tr|G1SKM5|G1SKM5_RABIT",0.033633213697117,0.765,FALSE,FALSE,1.06,-0.532,0.532
"537","tr|G1SKN0|G1SKN0_RABIT","tr|G1SKN0|G1SKN0_RABIT",0.395791113396602,0.914,FALSE,FALSE,-0.265,0.133,-0.133
"538","tr|G1SKN7|G1SKN7_RABIT","tr|G1SKN7|G1SKN7_RABIT",0.0134324184736462,0.64,FALSE,FALSE,3.24,-1.62,1.62
"539","tr|G1SKT3|G1SKT3_RABIT","tr|G1SKT3|G1SKT3_RABIT",0.0682144330518721,0.828,FALSE,FALSE,1.42,-0.711,0.711
"540","tr|G1SKT4|G1SKT4_RABIT","tr|G1SKT4|G1SKT4_RABIT",0.0712559848425198,0.831,FALSE,FALSE,-0.651,0.325,-0.325
"541","tr|G1SKV7|G1SKV7_RABIT","tr|G1SKV7|G1SKV7_RABIT",0.532840381121151,0.924,FALSE,FALSE,-0.201,0.101,-0.101
"542","tr|G1SL41|G1SL41_RABIT","tr|G1SL41|G1SL41_RABIT",0.265220246869747,0.9,FALSE,FALSE,-0.322,0.161,-0.161
"543","tr|G1SL42|G1SL42_RABIT","tr|G1SL42|G1SL42_RABIT",0.593863547364697,0.927,FALSE,FALSE,-0.246,0.123,-0.123
"544","tr|G1SL60|G1SL60_RABIT","tr|G1SL60|G1SL60_RABIT",0.0116919986739306,0.616,FALSE,FALSE,-1.95,0.974,-0.974
"545","tr|G1SL80|G1SL80_RABIT","tr|G1SL80|G1SL80_RABIT",0.128214289231314,0.868,FALSE,FALSE,-0.46,0.23,-0.23
"546","tr|G1SL94|G1SL94_RABIT","tr|G1SL94|G1SL94_RABIT",0.00161834637559137,0.213,FALSE,FALSE,1.45,-0.724,0.724
"547","tr|G1SL95|G1SL95_RABIT","tr|G1SL95|G1SL95_RABIT",0.795710889321829,0.935,FALSE,FALSE,0.159,-0.0797,0.0797
"548","tr|G1SL97|G1SL97_RABIT","tr|G1SL97|G1SL97_RABIT",0.971825883464725,0.941,FALSE,FALSE,-0.0139,0.00696,-0.00696
"549","tr|G1SLD5|G1SLD5_RABIT","tr|G1SLD5|G1SLD5_RABIT",0.692391572580214,0.931,FALSE,FALSE,-0.133,0.0663,-0.0663
"550","tr|G1SLD6|G1SLD6_RABIT","tr|G1SLD6|G1SLD6_RABIT",0.404025923681959,0.915,FALSE,FALSE,0.221,-0.11,0.11
"551","tr|G1SLF1|G1SLF1_RABIT","tr|G1SLF1|G1SLF1_RABIT",0.894372811179645,0.938,FALSE,FALSE,-0.036,0.018,-0.018
"552","tr|G1SLI8|G1SLI8_RABIT","tr|G1SLI8|G1SLI8_RABIT",0.916527384836607,0.939,FALSE,FALSE,0.0317,-0.0158,0.0158
"553","tr|G1SLJ8|G1SLJ8_RABIT","tr|G1SLJ8|G1SLJ8_RABIT",0.174162973699417,0.883,FALSE,FALSE,-0.515,0.258,-0.258
"554","tr|G1SLK2|G1SLK2_RABIT","tr|G1SLK2|G1SLK2_RABIT",0.00742895354027242,0.527,FALSE,FALSE,1.53,-0.763,0.763
"555","tr|G1SLK6|G1SLK6_RABIT","tr|G1SLK6|G1SLK6_RABIT",0.000610269124012385,0.0906,FALSE,FALSE,2.19,-1.09,1.09
"556","tr|G1SLL6|G1SLL6_RABIT","tr|G1SLL6|G1SLL6_RABIT",0.00248300656257651,0.276,FALSE,FALSE,-3.8,1.9,-1.9
"557","tr|G1SLQ3|G1SLQ3_RABIT","tr|G1SLQ3|G1SLQ3_RABIT",0.032665935603411,0.762,FALSE,FALSE,-3.93,1.97,-1.97
"558","tr|G1SLQ4|G1SLQ4_RABIT","tr|G1SLQ4|G1SLQ4_RABIT",0.789101972900687,0.935,FALSE,FALSE,0.102,-0.0511,0.0511
"559","tr|G1SM08|G1SM08_RABIT","tr|G1SM08|G1SM08_RABIT",0.498491653979316,0.922,FALSE,FALSE,-0.222,0.111,-0.111
"560","tr|G1SM50|G1SM50_RABIT","tr|G1SM50|G1SM50_RABIT",0.0764062132097303,0.836,FALSE,FALSE,2.8,-1.4,1.4
"561","tr|G1SM52|G1SM52_RABIT","tr|G1SM52|G1SM52_RABIT",0.0455610650556134,0.795,FALSE,FALSE,2.05,-1.03,1.03
"562","tr|G1SM77|G1SM77_RABIT","tr|G1SM77|G1SM77_RABIT",0.0216518662228781,0.713,FALSE,FALSE,1.01,-0.503,0.503
"563","tr|G1SM91|G1SM91_RABIT","tr|G1SM91|G1SM91_RABIT",0.649185067958243,0.929,FALSE,FALSE,-0.233,0.116,-0.116
"564","tr|G1SMA4|G1SMA4_RABIT","tr|G1SMA4|G1SMA4_RABIT",0.957595101553092,0.94,FALSE,FALSE,-0.0436,0.0218,-0.0218
"565","tr|G1SMB0|G1SMB0_RABIT","tr|G1SMB0|G1SMB0_RABIT",0.0279522190202098,0.745,FALSE,FALSE,-1.06,0.528,-0.528
"566","tr|G1SMG0|G1SMG0_RABIT","tr|G1SMG0|G1SMG0_RABIT",0.674121138038799,0.93,FALSE,FALSE,-0.226,0.113,-0.113
"567","tr|G1SMM0|G1SMM0_RABIT","tr|G1SMM0|G1SMM0_RABIT",0.943077861675914,0.94,FALSE,FALSE,-0.026,0.013,-0.013
"568","tr|G1SMM6|G1SMM6_RABIT","tr|G1SMM6|G1SMM6_RABIT",0.628435239132279,0.928,FALSE,FALSE,-0.152,0.076,-0.076
"569","tr|G1SMR7|G1SMR7_RABIT","tr|G1SMR7|G1SMR7_RABIT",0.00327651302342138,0.34,FALSE,FALSE,1.24,-0.622,0.622
"570","tr|G1SMS3|G1SMS3_RABIT","tr|G1SMS3|G1SMS3_RABIT",0.13455198597752,0.87,FALSE,FALSE,0.461,-0.231,0.231
"571","tr|G1SMT7|G1SMT7_RABIT","tr|G1SMT7|G1SMT7_RABIT",0.148061537800017,0.875,FALSE,FALSE,0.446,-0.223,0.223
"572","tr|G1SMV9|G1SMV9_RABIT","tr|G1SMV9|G1SMV9_RABIT",0.251058514647961,0.898,FALSE,FALSE,0.303,-0.151,0.151
"573","tr|G1SMY1|G1SMY1_RABIT","tr|G1SMY1|G1SMY1_RABIT",0.768621148627675,0.934,FALSE,FALSE,0.103,-0.0514,0.0514
"574","tr|G1SMY3|G1SMY3_RABIT","tr|G1SMY3|G1SMY3_RABIT",0.600383199787595,0.927,FALSE,FALSE,0.274,-0.137,0.137
"575","tr|G1SMY7|G1SMY7_RABIT","tr|G1SMY7|G1SMY7_RABIT",0.137686308074243,0.871,FALSE,FALSE,0.549,-0.274,0.274
"576","tr|G1SMZ2|G1SMZ2_RABIT","tr|G1SMZ2|G1SMZ2_RABIT",0.413736345634631,0.916,FALSE,FALSE,0.353,-0.177,0.177
"577","tr|G1SN05|G1SN05_RABIT","tr|G1SN05|G1SN05_RABIT",0.503216773219818,0.922,FALSE,FALSE,0.179,-0.0895,0.0895
"578","tr|G1SN09|G1SN09_RABIT","tr|G1SN09|G1SN09_RABIT",0.0614919294049593,0.82,FALSE,FALSE,0.696,-0.348,0.348
"579","tr|G1SN11|G1SN11_RABIT","tr|G1SN11|G1SN11_RABIT",0.0115479214525022,0.614,FALSE,FALSE,3.65,-1.82,1.82
"580","tr|G1SN14|G1SN14_RABIT","tr|G1SN14|G1SN14_RABIT",0.0148016758059307,0.656,FALSE,FALSE,1.4,-0.7,0.7
"581","tr|G1SN16|G1SN16_RABIT","tr|G1SN16|G1SN16_RABIT",0.0262267675796183,0.737,FALSE,FALSE,-2.08,1.04,-1.04
"582","tr|G1SN21|G1SN21_RABIT","tr|G1SN21|G1SN21_RABIT",0.332930556481084,0.909,FALSE,FALSE,-0.323,0.162,-0.162
"583","tr|G1SN77|G1SN77_RABIT","tr|G1SN77|G1SN77_RABIT",0.0815043198535645,0.841,FALSE,FALSE,-0.959,0.48,-0.48
"584","tr|G1SNB1|G1SNB1_RABIT","tr|G1SNB1|G1SNB1_RABIT",0.0354559325518912,0.771,FALSE,FALSE,-0.877,0.439,-0.439
"585","tr|G1SNB4|G1SNB4_RABIT","tr|G1SNB4|G1SNB4_RABIT",0.520536482373155,0.923,FALSE,FALSE,0.765,-0.383,0.383
"586","tr|G1SNH7|G1SNH7_RABIT","tr|G1SNH7|G1SNH7_RABIT",0.261898334058976,0.9,FALSE,FALSE,-0.449,0.224,-0.224
"587","tr|G1SNJ7|G1SNJ7_RABIT","tr|G1SNJ7|G1SNJ7_RABIT",0.0512748902321587,0.806,FALSE,FALSE,0.758,-0.379,0.379
"588","tr|G1SNS0|G1SNS0_RABIT","tr|G1SNS0|G1SNS0_RABIT",0.0103854449567081,0.594,FALSE,FALSE,1.36,-0.681,0.681
"589","tr|G1SNS5|G1SNS5_RABIT","tr|G1SNS5|G1SNS5_RABIT",0.495679424401555,0.922,FALSE,FALSE,-0.198,0.0992,-0.0992
"590","tr|G1SNY0|G1SNY0_RABIT","tr|G1SNY0|G1SNY0_RABIT",0.997343159473762,0.941,FALSE,FALSE,0.00166,-0.000828,0.000828
"591","tr|G1SP32|G1SP32_RABIT","tr|G1SP32|G1SP32_RABIT",0.0857520248895536,0.844,FALSE,FALSE,-0.687,0.344,-0.344
"592","tr|G1SP40|G1SP40_RABIT","tr|G1SP40|G1SP40_RABIT",0.538427560596166,0.924,FALSE,FALSE,0.215,-0.107,0.107
"593","tr|G1SP51|G1SP51_RABIT","tr|G1SP51|G1SP51_RABIT",0.384453706751265,0.913,FALSE,FALSE,0.495,-0.248,0.248
"594","tr|G1SP54|G1SP54_RABIT","tr|G1SP54|G1SP54_RABIT",0.221358144383324,0.893,FALSE,FALSE,-0.416,0.208,-0.208
"595","tr|G1SP80|G1SP80_RABIT","tr|G1SP80|G1SP80_RABIT",0.0311750658341887,0.757,FALSE,FALSE,1.01,-0.504,0.504
"596","tr|G1SPB6|G1SPB6_RABIT","tr|G1SPB6|G1SPB6_RABIT",0.00865320206381026,0.559,FALSE,FALSE,3.3,-1.65,1.65
"597","tr|G1SPC7|G1SPC7_RABIT","tr|G1SPC7|G1SPC7_RABIT",0.201941640596064,0.889,FALSE,FALSE,0.826,-0.413,0.413
"598","tr|G1SPF9|G1SPF9_RABIT","tr|G1SPF9|G1SPF9_RABIT",0.0164458771857289,0.673,FALSE,FALSE,-2.89,1.45,-1.45
"599","tr|G1SPK4|G1SPK4_RABIT","tr|G1SPK4|G1SPK4_RABIT",0.0681467136894606,0.828,FALSE,FALSE,0.654,-0.327,0.327
"600","tr|G1SPR2|G1SPR2_RABIT","tr|G1SPR2|G1SPR2_RABIT",0.554463106002456,0.925,FALSE,FALSE,-0.378,0.189,-0.189
"601","tr|G1SPR5|G1SPR5_RABIT","tr|G1SPR5|G1SPR5_RABIT",0.0334229036775426,0.765,FALSE,FALSE,-1.23,0.615,-0.615
"602","tr|G1SPS5|G1SPS5_RABIT","tr|G1SPS5|G1SPS5_RABIT",0.0935646386897852,0.85,FALSE,FALSE,-0.496,0.248,-0.248
"603","tr|G1SPT2|G1SPT2_RABIT","tr|G1SPT2|G1SPT2_RABIT",0.0559840636795705,0.813,FALSE,FALSE,-0.739,0.369,-0.369
"604","tr|G1SPY9|G1SPY9_RABIT","tr|G1SPY9|G1SPY9_RABIT",0.111745010017706,0.86,FALSE,FALSE,-0.449,0.225,-0.225
"605","tr|G1SPZ7|G1SPZ7_RABIT","tr|G1SPZ7|G1SPZ7_RABIT",0.749381002428754,0.933,FALSE,FALSE,0.108,-0.0539,0.0539
"606","tr|G1SQ01|G1SQ01_RABIT","tr|G1SQ01|G1SQ01_RABIT",0.18816194807094,0.886,FALSE,FALSE,-0.431,0.216,-0.216
"607","tr|G1SQ02|G1SQ02_RABIT","tr|G1SQ02|G1SQ02_RABIT",0.0464395741657455,0.797,FALSE,FALSE,0.597,-0.299,0.299
"608","tr|G1SQ22|G1SQ22_RABIT","tr|G1SQ22|G1SQ22_RABIT",0.220763489829433,0.893,FALSE,FALSE,0.836,-0.418,0.418
"609","tr|G1SQ70|G1SQ70_RABIT","tr|G1SQ70|G1SQ70_RABIT",0.0388288194580141,0.78,FALSE,FALSE,-1.05,0.526,-0.526
"610","tr|G1SQA1|G1SQA1_RABIT","tr|G1SQA1|G1SQA1_RABIT",0.0497159047333025,0.803,FALSE,FALSE,0.805,-0.402,0.402
"611","tr|G1SQA8|G1SQA8_RABIT","tr|G1SQA8|G1SQA8_RABIT",0.0831870205859516,0.842,FALSE,FALSE,-0.576,0.288,-0.288
"612","tr|G1SQB1|G1SQB1_RABIT","tr|G1SQB1|G1SQB1_RABIT",0.307478723312173,0.906,FALSE,FALSE,0.321,-0.16,0.16
"613","tr|G1SQG5|G1SQG5_RABIT","tr|G1SQG5|G1SQG5_RABIT",0.0970913845854847,0.852,FALSE,FALSE,0.548,-0.274,0.274
"614","tr|G1SQG6|G1SQG6_RABIT","tr|G1SQG6|G1SQG6_RABIT",0.0032573927774884,0.339,FALSE,FALSE,-1.45,0.727,-0.727
"615","tr|G1SQI7|G1SQI7_RABIT","tr|G1SQI7|G1SQI7_RABIT",0.518276177064733,0.923,FALSE,FALSE,0.25,-0.125,0.125
"616","tr|G1SQK0|G1SQK0_RABIT","tr|G1SQK0|G1SQK0_RABIT",0.0188999029236281,0.694,FALSE,FALSE,0.956,-0.478,0.478
"617","tr|G1SQK1|G1SQK1_RABIT","tr|G1SQK1|G1SQK1_RABIT",0.215635078242852,0.892,FALSE,FALSE,-0.453,0.227,-0.227
"618","tr|G1SQS1|G1SQS1_RABIT","tr|G1SQS1|G1SQS1_RABIT",0.273988604496738,0.902,FALSE,FALSE,-0.453,0.226,-0.226
"619","tr|G1SQV5|G1SQV5_RABIT","tr|G1SQV5|G1SQV5_RABIT",0.00199669134953184,0.244,FALSE,FALSE,1.85,-0.924,0.924
"620","tr|G1SR03|G1SR03_RABIT","tr|G1SR03|G1SR03_RABIT",0.118156224214477,0.863,FALSE,FALSE,0.464,-0.232,0.232
"621","tr|G1SR25|G1SR25_RABIT","tr|G1SR25|G1SR25_RABIT",0.558737730626334,0.925,FALSE,FALSE,-0.584,0.292,-0.292
"622","tr|G1SR28|G1SR28_RABIT","tr|G1SR28|G1SR28_RABIT",0.40637528848904,0.915,FALSE,FALSE,-0.276,0.138,-0.138
"623","tr|G1SR29|G1SR29_RABIT","tr|G1SR29|G1SR29_RABIT",0.46598433831922,0.92,FALSE,FALSE,0.192,-0.0959,0.0959
"624","tr|G1SRD2|G1SRD2_RABIT","tr|G1SRD2|G1SRD2_RABIT",0.571296087961924,0.926,FALSE,FALSE,-0.214,0.107,-0.107
"625","tr|G1SRD5|G1SRD5_RABIT","tr|G1SRD5|G1SRD5_RABIT",0.514154389846403,0.923,FALSE,FALSE,-0.247,0.123,-0.123
"626","tr|G1SRE0|G1SRE0_RABIT","tr|G1SRE0|G1SRE0_RABIT",0.392877461195396,0.914,FALSE,FALSE,-0.309,0.154,-0.154
"627","tr|G1SRF7|G1SRF7_RABIT","tr|G1SRF7|G1SRF7_RABIT",0.0435924978754196,0.791,FALSE,FALSE,-0.694,0.347,-0.347
"628","tr|G1SRH7|G1SRH7_RABIT","tr|G1SRH7|G1SRH7_RABIT",0.262681606335724,0.9,FALSE,FALSE,-2.15,1.07,-1.07
"629","tr|G1SRH9|G1SRH9_RABIT","tr|G1SRH9|G1SRH9_RABIT",0.150176744519697,0.876,FALSE,FALSE,-0.667,0.333,-0.333
"630","tr|G1SRL3|G1SRL3_RABIT","tr|G1SRL3|G1SRL3_RABIT",0.0296026444428508,0.751,FALSE,FALSE,-0.805,0.402,-0.402
"631","tr|G1SRY1|G1SRY1_RABIT","tr|G1SRY1|G1SRY1_RABIT",0.88211165323205,0.938,FALSE,FALSE,0.0493,-0.0246,0.0246
"632","tr|G1SS18|G1SS18_RABIT","tr|G1SS18|G1SS18_RABIT",0.449941760657229,0.919,FALSE,FALSE,1.2,-0.602,0.602
"633","tr|G1SS22|G1SS22_RABIT","tr|G1SS22|G1SS22_RABIT",0.23404888493755,0.895,FALSE,FALSE,-0.537,0.268,-0.268
"634","tr|G1SS69|G1SS69_RABIT","tr|G1SS69|G1SS69_RABIT",0.0170344961116036,0.678,FALSE,FALSE,-2.79,1.39,-1.39
"635","tr|G1SS70|G1SS70_RABIT","tr|G1SS70|G1SS70_RABIT",0.869938328259039,0.938,FALSE,FALSE,-0.0506,0.0253,-0.0253
"636","tr|G1SS85|G1SS85_RABIT","tr|G1SS85|G1SS85_RABIT",0.0188061608143863,0.693,FALSE,FALSE,4.93,-2.47,2.47
"637","tr|G1SS91|G1SS91_RABIT","tr|G1SS91|G1SS91_RABIT",0.827487342017556,0.936,FALSE,FALSE,0.118,-0.0592,0.0592
"638","tr|G1SSA2|G1SSA2_RABIT","tr|G1SSA2|G1SSA2_RABIT",0.0051549803390719,0.446,FALSE,FALSE,1.14,-0.568,0.568
"639","tr|G1SSB3|G1SSB3_RABIT","tr|G1SSB3|G1SSB3_RABIT",0.00329648897042466,0.342,FALSE,FALSE,-1.61,0.803,-0.803
